time_ms	current_mA	power_mW
82359	47.50	250.00
82362	49.60	250.00
82364	49.40	250.00
82366	48.10	242.00
82369	49.50	250.00
82371	48.50	242.00
82373	49.40	250.00
82375	49.40	250.00
82378	49.00	246.00
82380	49.10	250.00
82382	48.30	250.00
82385	49.90	252.00
82387	48.30	250.00
82389	49.70	242.00
82391	49.10	246.00
82394	47.70	240.00
82396	49.10	246.00
82398	49.10	246.00
82401	48.80	246.00
82403	49.50	250.00
82405	49.10	246.00
82408	49.80	250.00
82410	48.00	250.00
82412	48.80	246.00
82414	49.20	246.00
82417	49.40	240.00
82419	49.20	250.00
82421	49.10	246.00
82424	49.70	250.00
82426	49.60	250.00
82428	49.90	252.00
82430	49.50	250.00
82433	47.20	236.00
82435	49.00	246.00
82437	49.00	246.00
82440	49.40	240.00
82442	49.30	250.00
82444	49.00	246.00
82446	49.60	250.00
82449	50.00	252.00
82451	49.00	246.00
82453	49.40	250.00
82456	47.40	240.00
82458	49.30	250.00
82460	49.10	246.00
82463	49.60	250.00
82465	49.70	250.00
82467	49.40	250.00
82469	49.70	250.00
82472	48.60	250.00
82474	49.40	250.00
82476	48.00	246.00
82479	48.10	242.00
82481	49.80	250.00
82483	48.40	242.00
82485	49.50	250.00
82488	49.20	250.00
82490	49.30	250.00
82492	49.60	250.00
82495	48.50	242.00
82497	49.40	246.00
82499	47.60	246.00
82501	49.40	246.00
82504	49.90	252.00
82506	49.50	242.00
82508	49.10	246.00
82511	49.40	250.00
82513	49.50	250.00
82515	49.20	246.00
82518	48.90	246.00
82520	48.80	246.00
82522	47.80	240.00
82524	50.00	252.00
82527	49.50	250.00
82529	49.40	240.00
82531	49.00	246.00
82534	48.80	246.00
82536	49.50	250.00
82538	49.10	246.00
82540	48.80	246.00
82543	49.20	250.00
82545	48.00	242.00
82547	49.40	250.00
82550	49.40	250.00
82552	48.90	246.00
82554	48.90	246.00
82556	49.60	250.00
82559	49.30	250.00
82561	47.80	250.00
82563	49.20	250.00
82566	49.50	250.00
82568	48.40	242.00
82570	49.40	250.00
82573	48.10	242.00
82575	48.80	246.00
82577	49.30	250.00
82579	49.60	250.00
82582	49.30	250.00
82584	48.10	250.00
82586	49.40	250.00
82589	48.30	252.00
82591	49.50	242.00
82593	49.60	250.00
82595	47.70	240.00
82598	49.00	246.00
82600	49.80	250.00
82602	49.30	250.00
82605	49.70	250.00
82607	49.00	246.00
82609	49.80	250.00
82611	48.00	242.00
82614	49.40	246.00
82616	48.90	246.00
82618	49.10	240.00
82621	49.10	250.00
82623	49.40	250.00
82625	49.60	250.00
82628	49.50	250.00
82630	48.70	246.00
82632	50.00	252.00
82634	47.50	240.00
82637	49.10	246.00
82639	49.20	250.00
82641	49.10	246.00
82644	49.90	250.00
82646	49.10	250.00
82648	49.60	250.00
82650	47.70	246.00
82653	49.30	250.00
82655	49.20	250.00
82657	47.30	240.00
82660	48.80	246.00
82662	49.60	250.00
82664	49.60	250.00
82666	49.60	250.00
82669	49.60	250.00
82671	49.30	246.00
82673	47.30	246.00
82676	49.60	250.00
82678	49.20	250.00
82680	49.40	240.00
82683	49.60	250.00
82685	49.30	250.00
82687	49.70	250.00
82689	49.60	250.00
82692	48.80	246.00
82694	49.40	250.00
82696	47.80	240.00
82699	49.30	250.00
82701	48.70	250.00
82703	48.90	242.00
82705	50.00	250.00
82708	50.00	250.00
82710	49.80	250.00
82712	48.70	246.00
82715	48.80	246.00
82717	49.40	250.00
82719	48.50	242.00
82721	49.40	250.00
82724	47.70	240.00
82726	49.70	250.00
82728	49.30	250.00
82731	49.50	240.00
82733	49.20	246.00
82735	48.40	246.00
82737	49.10	246.00
82740	47.80	250.00
82742	49.20	250.00
82744	49.40	250.00
82747	48.00	242.00
82749	49.60	250.00
82751	49.80	250.00
82754	49.10	246.00
82756	48.60	246.00
82758	48.90	246.00
82760	49.50	250.00
82763	48.10	250.00
82765	49.90	250.00
82767	49.30	250.00
82770	47.90	242.00
82772	49.40	250.00
82774	49.30	250.00
82776	49.20	250.00
82779	49.40	250.00
82781	49.10	246.00
82783	50.10	252.00
82786	48.00	242.00
82788	49.60	246.00
82790	48.90	250.00
82793	48.90	242.00
82795	49.60	250.00
82797	49.30	242.00
82799	49.00	246.00
82802	49.30	250.00
82804	49.60	250.00
82806	49.40	250.00
82809	48.10	242.00
82811	49.30	250.00
82813	48.10	242.00
82815	49.40	250.00
82818	49.00	250.00
82820	49.30	240.00
82822	49.40	246.00
82825	48.60	252.00
82827	49.60	250.00
82829	49.70	250.00
82831	48.30	242.00
82834	48.90	246.00
82836	48.00	242.00
82838	49.30	250.00
82841	49.10	246.00
82843	49.40	250.00
82845	49.30	250.00
82848	49.60	252.00
82850	49.60	250.00
82852	47.60	246.00
82854	49.00	246.00
82857	49.40	250.00
82859	47.80	240.00
82861	49.30	250.00
82864	49.00	246.00
82866	50.00	252.00
82868	49.70	250.00
82870	49.40	250.00
82873	49.00	246.00
82875	47.10	250.00
82877	49.10	246.00
82880	48.90	250.00
82882	49.70	242.00
82884	49.30	250.00
82886	48.80	246.00
82889	49.80	250.00
82891	49.60	250.00
82893	49.30	250.00
82896	48.80	246.00
82898	47.90	242.00
82900	49.40	250.00
82903	49.00	246.00
82905	49.60	246.00
82907	49.10	250.00
82909	49.60	242.00
82912	49.20	250.00
82914	48.40	250.00
82916	49.20	250.00
82919	49.00	246.00
82921	48.30	242.00
82923	49.70	250.00
82925	48.40	242.00
82928	49.60	250.00
82930	49.30	250.00
82932	49.30	242.00
82935	49.40	250.00
82937	48.80	250.00
82939	48.90	246.00
82941	47.70	250.00
82944	49.30	250.00
82946	49.60	250.00
82948	48.30	242.00
82951	48.90	246.00
82953	49.20	250.00
82955	49.40	250.00
82958	49.20	250.00
82960	48.90	246.00
82962	49.30	250.00
82964	47.60	250.00
82967	49.80	250.00
82969	49.70	250.00
82971	49.20	240.00
82974	49.00	246.00
82976	49.30	250.00
82978	49.30	250.00
82980	49.10	246.00
82983	48.80	246.00
82985	49.80	250.00
82987	48.20	242.00
82990	49.50	250.00
82992	49.30	246.00
82994	48.90	240.00
82996	49.20	246.00
82999	49.20	250.00
83001	49.50	250.00
83003	49.00	246.00
83006	49.70	250.00
83008	50.10	252.00
83010	48.40	242.00
83013	49.10	246.00
83015	47.90	240.00
83017	49.30	250.00
83019	49.40	250.00
83022	49.30	242.00
83024	49.50	250.00
83026	48.30	250.00
83029	49.60	252.00
83031	49.70	250.00
83033	48.60	246.00
83035	48.70	246.00
83038	47.80	240.00
83040	49.10	246.00
83042	49.80	250.00
83045	49.60	250.00
83047	49.10	246.00
83049	49.10	250.00
83051	49.20	250.00
83054	47.70	250.00
83056	49.10	246.00
83058	48.70	250.00
83061	47.70	240.00
83063	50.10	252.00
83065	49.70	250.00
83068	49.40	250.00
83070	49.60	250.00
83072	48.90	246.00
83074	49.40	250.00
83077	47.60	240.00
83079	49.00	246.00
83081	49.10	250.00
83084	49.60	242.00
83086	49.90	250.00
83088	49.30	250.00
83090	49.20	250.00
83093	49.30	250.00
83095	49.10	246.00
83097	49.40	250.00
83100	47.70	240.00
83102	49.40	250.00
83104	48.80	246.00
83106	50.00	242.00
83109	49.60	250.00
83111	49.40	242.00
83113	49.30	250.00
83116	47.50	250.00
83118	49.20	250.00
83120	49.30	250.00
83123	47.80	240.00
83125	49.80	250.00
83127	49.20	250.00
83129	50.00	252.00
83132	49.20	250.00
83134	48.90	246.00
83136	49.10	246.00
83139	48.50	250.00
83141	49.20	250.00
83143	48.00	246.00
83145	49.60	246.00
83148	49.50	250.00
83150	48.10	242.00
83152	49.20	250.00
83155	48.90	246.00
83157	49.20	250.00
83159	49.40	250.00
83161	49.00	246.00
83164	49.70	250.00
83166	47.90	250.00
83168	49.50	250.00
83171	50.00	250.00
83173	49.20	240.00
83175	49.20	246.00
83178	49.20	250.00
83180	49.30	250.00
83182	49.70	250.00
83184	49.20	250.00
83187	49.40	250.00
83189	48.00	242.00
83191	49.30	250.00
83194	49.30	250.00
83196	48.90	240.00
83198	49.00	246.00
83200	48.90	246.00
83203	49.40	252.00
83205	50.20	252.00
83207	49.10	246.00
83210	49.30	250.00
83212	47.30	240.00
83214	49.60	250.00
83216	48.80	246.00
83219	49.00	246.00
83221	49.10	246.00
83223	49.10	246.00
83226	50.10	250.00
83228	48.00	250.00
83230	49.10	250.00
83232	48.10	246.00
83235	48.60	246.00
83237	49.30	250.00
83239	48.10	242.00
83242	49.70	250.00
83244	49.10	246.00
83246	49.70	250.00
83249	49.40	250.00
83251	48.70	246.00
83253	49.10	246.00
83255	47.80	250.00
83258	49.30	246.00
83260	49.50	250.00
83262	49.10	240.00
83265	50.00	252.00
83267	50.10	252.00
83269	49.80	250.00
83271	49.30	250.00
83274	49.00	246.00
83276	48.90	246.00
83278	48.00	242.00
83281	49.30	250.00
83283	49.10	246.00
83285	49.50	240.00
83288	49.50	250.00
83290	50.10	250.00
83292	49.10	250.00
83294	48.90	246.00
83297	49.20	250.00
83299	49.60	250.00
83301	47.70	240.00
83304	49.60	250.00
83306	49.00	246.00
83308	49.30	250.00
83310	49.80	250.00
83313	49.20	246.00
83315	49.30	246.00
83317	47.40	246.00
83320	49.40	250.00
83322	49.60	250.00
83324	48.20	242.00
83326	49.10	246.00
83329	48.50	242.00
83331	49.70	250.00
83333	49.20	246.00
83336	49.20	250.00
83338	48.60	246.00
83340	48.30	250.00
83343	49.90	252.00
83345	48.00	252.00
83347	49.50	246.00
83349	49.50	250.00
83352	47.70	240.00
83354	49.60	250.00
83356	49.40	250.00
83359	49.00	246.00
83361	49.10	246.00
83363	49.10	246.00
83365	50.40	252.00
83368	48.00	242.00
83370	49.30	246.00
83372	49.20	246.00
83375	49.40	242.00
83377	49.20	250.00
83379	48.80	246.00
83381	49.10	246.00
83384	49.60	250.00
83386	49.80	250.00
83388	49.40	250.00
83391	47.70	240.00
83393	49.20	250.00
83395	48.90	246.00
83398	49.50	250.00
83400	49.20	250.00
83402	48.80	246.00
83404	49.50	250.00
83407	47.90	250.00
83409	49.70	250.00
83411	49.10	246.00
83414	47.70	240.00
83416	49.30	250.00
83418	48.70	246.00
83420	49.40	250.00
83423	49.60	250.00
83425	49.50	250.00
83427	49.40	252.00
83430	49.20	250.00
83432	49.20	250.00
83434	48.00	246.00
83436	49.00	242.00
83439	49.80	250.00
83441	48.30	242.00
83443	49.30	250.00
83446	49.60	250.00
83448	49.40	250.00
83450	49.90	252.00
83453	48.80	246.00
83455	49.00	246.00
83457	47.60	250.00
83459	49.20	246.00
83462	49.40	250.00
83464	49.50	242.00
83466	49.70	246.00
83469	49.60	250.00
83471	49.60	250.00
83473	49.40	250.00
83475	48.90	246.00
83478	48.70	246.00
83480	47.60	240.00
83482	49.40	250.00
83485	49.80	250.00
83487	49.30	240.00
83489	49.10	250.00
83491	49.20	246.00
83494	49.60	250.00
83496	49.20	250.00
83498	49.00	246.00
83501	49.20	250.00
83503	47.90	242.00
83505	50.20	252.00
83508	49.10	246.00
83510	49.20	246.00
83512	49.30	250.00
83514	49.30	246.00
83517	49.10	250.00
83519	47.80	250.00
83521	48.90	250.00
83524	48.80	250.00
83526	48.40	242.00
83528	49.50	250.00
83530	48.60	246.00
83533	49.30	250.00
83535	49.00	246.00
83537	49.10	246.00
83540	49.10	246.00
83542	47.60	240.00
83544	49.50	250.00
83546	48.50	252.00
83549	49.50	246.00
83551	49.50	250.00
83553	48.70	240.00
83556	49.00	246.00
83558	49.70	250.00
83560	49.20	250.00
83563	49.30	250.00
83565	49.00	246.00
83567	49.40	250.00
83569	48.60	246.00
83572	49.30	250.00
83574	49.00	246.00
83576	49.20	240.00
83579	49.10	250.00
83581	49.20	250.00
83583	49.40	250.00
83585	49.30	250.00
83588	49.00	246.00
83590	49.70	250.00
83592	48.00	242.00
83595	49.20	250.00
83597	49.10	246.00
83599	49.30	250.00
83601	49.50	250.00
83604	49.30	250.00
83606	49.80	250.00
83608	47.80	250.00
83611	49.20	250.00
83613	49.30	250.00
83615	47.70	240.00
83618	48.90	246.00
83620	49.20	250.00
83622	49.60	250.00
83624	49.70	250.00
83627	49.70	250.00
83629	48.90	246.00
83631	47.80	246.00
83634	49.80	250.00
83636	49.00	250.00
83638	49.30	236.00
83640	49.10	250.00
83643	49.00	246.00
83645	50.30	252.00
83647	49.60	250.00
83650	49.10	246.00
83652	49.40	250.00
83654	48.00	242.00
83656	49.30	250.00
83659	48.50	250.00
83661	48.70	242.00
83663	49.50	250.00
83666	50.00	246.00
83668	49.60	252.00
83670	48.70	250.00
83673	49.50	250.00
83675	49.10	246.00
83677	48.70	246.00
83679	49.40	250.00
83682	47.60	240.00
83684	49.30	250.00
83686	49.40	250.00
83689	49.90	242.00
83691	49.50	250.00
83693	48.60	246.00
83695	49.10	250.00
83698	47.40	250.00
83700	49.00	246.00
83702	49.50	250.00
83705	47.90	240.00
83707	49.40	250.00
83709	50.10	252.00
83711	49.30	250.00
83714	49.00	246.00
83716	48.90	246.00
83718	49.30	250.00
83721	48.30	250.00
83723	49.50	250.00
83725	49.30	250.00
83728	49.40	240.00
83730	50.10	252.00
83732	49.00	246.00
83734	49.30	250.00
83737	49.00	246.00
83739	48.90	246.00
83741	49.80	250.00
83744	47.70	240.00
83746	49.70	250.00
83748	48.80	250.00
83750	49.60	242.00
83753	49.70	246.00
83755	49.10	242.00
83757	48.90	246.00
83760	49.60	250.00
83762	49.70	250.00
83764	49.80	250.00
83766	48.30	242.00
83769	49.00	246.00
83771	48.30	242.00
83773	49.70	250.00
83776	49.30	246.00
83778	49.30	240.00
83780	49.00	246.00
83782	48.40	250.00
83785	49.90	252.00
83787	49.10	246.00
83789	48.70	246.00
83792	49.20	250.00
83794	47.90	242.00
83796	49.30	250.00
83799	49.40	250.00
83801	49.00	246.00
83803	49.30	250.00
83805	49.30	252.00
83808	49.80	250.00
83810	48.50	246.00
83812	48.90	246.00
83815	49.20	246.00
83817	48.00	242.00
83819	49.20	246.00
83821	49.20	250.00
83824	49.50	250.00
83826	49.60	250.00
83828	49.80	250.00
83831	49.50	250.00
83833	47.20	236.00
83835	49.10	246.00
83838	49.10	250.00
83840	49.50	240.00
83842	49.70	250.00
83844	49.10	246.00
83847	49.40	250.00
83849	49.70	250.00
83851	49.30	250.00
83854	49.00	246.00
83856	48.00	242.00
83858	48.80	246.00
83860	49.10	246.00
83863	49.60	242.00
83865	49.20	250.00
83867	49.70	242.00
83870	49.40	250.00
83872	48.40	250.00
83874	49.10	246.00
83876	49.00	246.00
83879	48.40	242.00
83881	50.00	252.00
83883	47.80	240.00
83886	49.80	250.00
83888	49.60	250.00
83890	49.50	250.00
83893	49.70	246.00
83895	48.80	246.00
83897	49.20	246.00
83899	47.70	250.00
83902	49.50	246.00
83904	49.40	250.00
83906	48.40	242.00
83909	49.40	250.00
83911	49.40	250.00
83913	49.40	250.00
83915	49.20	250.00
83918	48.70	246.00
83920	49.00	246.00
83922	47.80	250.00
83925	50.00	250.00
83927	49.70	250.00
83929	49.70	240.00
83931	49.00	246.00
83934	49.40	250.00
83936	49.30	250.00
83938	49.30	250.00
83941	48.80	246.00
83943	49.30	250.00
83945	48.00	242.00
83947	49.40	250.00
83950	48.70	246.00
83952	48.80	240.00
83954	49.20	246.00
83957	49.40	246.00
83959	49.40	246.00
83961	48.90	246.00
83964	49.10	246.00
83966	49.70	250.00
83968	49.00	246.00
83970	49.30	250.00
83973	47.70	240.00
83975	49.30	250.00
83977	49.40	250.00
83980	49.30	242.00
83982	49.30	250.00
83984	48.60	250.00
83986	49.70	250.00
83989	48.30	252.00
83991	48.70	246.00
83993	49.00	246.00
83996	47.60	240.00
83998	49.00	246.00
84000	49.50	250.00
84002	49.40	250.00
84005	49.20	246.00
84007	49.00	246.00
84009	49.70	252.00
84012	48.10	250.00
84014	49.10	246.00
84016	48.90	246.00
84019	49.50	240.00
84021	49.70	250.00
84023	49.90	252.00
84025	49.80	250.00
84028	49.70	250.00
84030	49.40	250.00
84032	49.60	250.00
84035	47.70	240.00
84037	49.30	242.00
84039	49.00	246.00
84041	49.30	242.00
84044	49.80	250.00
84046	49.70	250.00
84048	49.30	250.00
84051	49.40	250.00
84053	49.20	250.00
84055	49.30	250.00
84058	47.80	240.00
84060	49.10	246.00
84062	48.90	246.00
84064	49.90	252.00
84067	49.60	252.00
84069	49.40	246.00
84071	49.30	250.00
84074	47.70	250.00
84076	49.40	250.00
84078	49.30	250.00
84080	47.60	240.00
84083	49.30	250.00
84085	48.90	246.00
84087	49.70	250.00
84090	49.40	250.00
84092	48.90	246.00
84094	49.40	250.00
84096	48.30	250.00
84099	49.00	246.00
84101	47.80	246.00
84103	49.40	246.00
84106	49.60	250.00
84108	48.10	242.00
84110	49.40	250.00
84113	48.90	246.00
84115	48.80	246.00
84117	49.40	250.00
84119	49.00	246.00
84122	49.30	250.00
84124	47.60	240.00
84126	49.70	250.00
84129	49.70	250.00
84131	49.60	240.00
84133	49.10	246.00
84135	48.90	246.00
84138	49.20	250.00
84140	49.80	250.00
84142	49.40	250.00
84145	49.20	250.00
84147	47.80	240.00
84149	49.60	250.00
84151	49.90	252.00
84154	49.30	240.00
84156	49.00	246.00
84158	49.10	246.00
84161	49.60	250.00
84163	47.70	250.00
84165	50.00	252.00
84167	49.40	250.00
84170	48.10	242.00
84172	49.70	250.00
84174	48.60	246.00
84177	49.00	246.00
84179	49.10	246.00
84181	49.20	250.00
84184	50.00	250.00
84186	48.50	250.00
84188	49.10	250.00
84190	48.00	250.00
84193	49.20	246.00
84195	48.90	246.00
84197	48.00	242.00
84200	49.00	246.00
84202	49.30	250.00
84204	49.60	250.00
84206	49.60	250.00
84209	47.60	240.00
84211	49.50	250.00
84213	48.20	250.00
84216	49.60	240.00
84218	49.20	246.00
84220	49.00	240.00
84222	49.40	250.00
84225	49.90	252.00
84227	49.80	250.00
84229	50.20	252.00
84232	47.90	242.00
84234	49.20	250.00
84236	48.00	242.00
84239	49.50	250.00
84241	49.10	246.00
84243	49.30	240.00
84245	49.60	250.00
84248	49.30	250.00
84250	49.40	250.00
84252	48.80	246.00
84255	48.70	246.00
84257	49.50	250.00
84259	47.70	240.00
84261	49.30	250.00
84264	49.00	246.00
84266	50.00	252.00
84268	50.00	252.00
84271	49.30	250.00
84273	49.50	246.00
84275	47.20	246.00
84278	49.10	250.00
84280	49.40	250.00
84282	47.60	240.00
84284	49.10	246.00
84287	49.90	252.00
84289	49.80	250.00
84291	49.70	250.00
84294	49.00	246.00
84296	48.80	246.00
84298	47.50	240.00
84300	49.30	250.00
84303	49.30	250.00
84305	49.30	242.00
84307	49.80	250.00
84310	48.70	246.00
84312	49.40	250.00
84314	49.20	250.00
84316	48.90	246.00
84319	49.20	250.00
84321	47.50	240.00
84323	49.80	250.00
84326	48.60	246.00
84328	49.50	242.00
84330	49.30	246.00
84333	49.20	242.00
84335	49.40	250.00
84337	48.00	246.00
84339	49.00	246.00
84342	49.30	250.00
84344	48.70	246.00
84346	50.00	252.00
84349	48.60	246.00
84351	49.50	250.00
84353	49.30	250.00
84355	49.40	250.00
84358	49.20	250.00
84360	48.40	250.00
84362	49.40	250.00
84365	48.20	252.00
84367	50.20	246.00
84369	49.90	252.00
84371	47.50	240.00
84374	49.10	246.00
84376	49.40	250.00
84378	48.80	246.00
84381	49.30	250.00
84383	49.10	246.00
84385	49.50	250.00
84388	48.30	250.00
84390	49.90	250.00
84392	48.80	246.00
84394	49.20	240.00
84397	49.10	250.00
84399	49.20	250.00
84401	49.40	250.00
84404	49.00	246.00
84406	49.50	250.00
84408	49.70	250.00
84410	48.00	242.00
84413	49.20	250.00
84415	48.70	246.00
84417	48.90	240.00
84420	49.50	250.00
84422	49.10	246.00
84424	49.40	250.00
84426	49.60	250.00
84429	49.40	250.00
84431	49.80	250.00
84433	47.70	240.00
84436	49.10	246.00
84438	48.50	246.00
84440	49.40	250.00
84443	49.30	250.00
84445	49.60	246.00
84447	49.30	250.00
84449	48.00	250.00
84452	50.20	250.00
84454	48.00	246.00
84456	47.80	240.00
84459	49.20	250.00
84461	47.80	240.00
84463	49.80	250.00
84465	49.80	250.00
84468	49.00	246.00
84470	49.50	250.00
84472	48.60	246.00
84475	49.40	246.00
84477	47.60	250.00
84479	49.10	246.00
84481	49.10	250.00
84484	48.40	242.00
84486	50.10	252.00
84488	49.20	250.00
84491	49.30	250.00
84493	49.20	246.00
84495	49.10	246.00
84498	49.10	246.00
84500	47.50	240.00
84502	49.30	250.00
84504	49.40	252.00
84507	49.90	242.00
84509	49.50	250.00
84511	49.10	246.00
84514	49.30	250.00
84516	49.80	250.00
84518	49.30	250.00
84520	49.40	250.00
84523	47.80	240.00
84525	49.40	250.00
84527	49.10	246.00
84530	50.00	252.00
84532	49.50	246.00
84534	48.90	242.00
84536	49.00	250.00
84539	47.90	250.00
84541	49.00	246.00
84543	49.30	250.00
84546	48.40	242.00
84548	49.60	250.00
84550	48.10	242.00
84553	49.40	250.00
84555	48.90	246.00
84557	49.00	246.00
84559	49.40	250.00
84562	48.10	250.00
84564	49.30	246.00
84566	48.30	250.00
84569	49.40	242.00
84571	49.90	250.00
84573	47.90	242.00
84575	48.60	246.00
84578	48.90	246.00
84580	49.40	250.00
84582	49.50	250.00
84585	49.00	246.00
84587	49.20	246.00
84589	47.90	250.00
84591	49.80	250.00
84594	49.10	250.00
84596	49.30	236.00
84598	48.60	246.00
84601	49.20	246.00
84603	49.80	250.00
84605	49.60	250.00
84608	48.80	246.00
84610	50.00	252.00
84612	47.80	240.00
84614	49.60	250.00
84617	49.30	250.00
84619	48.80	240.00
84621	49.10	250.00
84624	49.30	252.00
84626	49.90	252.00
84628	48.00	250.00
84630	49.20	250.00
84633	49.30	250.00
84635	47.70	240.00
84637	49.10	246.00
84640	49.00	246.00
84642	49.30	250.00
84644	49.60	250.00
84646	49.90	252.00
84649	49.60	250.00
84651	47.60	250.00
84653	49.30	246.00
84656	48.80	250.00
84658	49.70	240.00
84660	49.40	250.00
84663	48.70	246.00
84665	49.50	250.00
84667	50.50	256.00
84669	49.40	250.00
84672	49.40	250.00
84674	47.30	240.00
84676	49.20	250.00
84679	48.90	250.00
84681	49.40	242.00
84683	49.50	246.00
84685	49.40	242.00
84688	50.10	252.00
84690	49.50	250.00
84692	49.10	246.00
84695	48.90	246.00
84697	48.50	246.00
84699	49.40	250.00
84701	48.00	242.00
84704	49.40	250.00
84706	49.50	250.00
84708	49.40	242.00
84711	50.00	250.00
84713	48.90	246.00
84715	49.30	246.00
84718	48.90	246.00
84720	48.80	246.00
84722	49.70	250.00
84724	48.10	242.00
84727	49.40	250.00
84729	49.40	250.00
84731	49.60	250.00
84734	49.20	246.00
84736	49.00	246.00
84738	48.80	246.00
84740	47.80	250.00
84743	49.50	250.00
84745	49.60	252.00
84747	47.50	240.00
84750	49.70	250.00
84752	49.00	246.00
84754	49.60	250.00
84756	49.10	246.00
84759	48.80	246.00
84761	49.20	246.00
84763	47.90	242.00
84766	49.80	250.00
84768	49.10	250.00
84770	49.20	240.00
84773	49.50	250.00
84775	49.70	246.00
84777	49.20	246.00
84779	49.20	250.00
84782	49.10	246.00
84784	49.30	250.00
84786	48.80	246.00
84789	49.40	250.00
84791	48.30	242.00
84793	49.40	242.00
84795	49.20	250.00
84798	49.50	242.00
84800	49.00	250.00
84802	48.00	246.00
84805	49.20	250.00
84807	50.10	252.00
84809	49.00	246.00
84811	49.40	250.00
84814	47.90	242.00
84816	49.20	250.00
84818	49.80	250.00
84821	49.00	246.00
84823	49.30	246.00
84825	48.90	250.00
84828	50.10	250.00
84830	48.70	250.00
84832	49.60	246.00
84834	48.70	246.00
84837	47.70	240.00
84839	49.40	250.00
84841	49.50	250.00
84844	49.70	250.00
84846	49.50	250.00
84848	49.30	250.00
84850	49.70	250.00
84853	47.60	250.00
84855	49.30	242.00
84857	49.10	250.00
84860	49.10	240.00
84862	49.20	246.00
84864	49.50	250.00
84866	49.50	250.00
84869	49.80	250.00
84871	49.40	250.00
84873	49.40	250.00
84876	47.60	240.00
84878	48.80	246.00
84880	49.00	250.00
84882	49.80	242.00
84885	49.50	250.00
84887	49.90	250.00
84889	49.30	250.00
84892	49.60	250.00
84894	49.30	250.00
84896	49.20	250.00
84899	47.20	236.00
84901	49.40	250.00
84903	49.50	250.00
84905	49.40	250.00
84908	49.70	250.00
84910	49.00	246.00
84912	49.30	250.00
84915	47.60	250.00
84917	48.80	250.00
84919	48.80	246.00
84921	47.80	240.00
84924	49.50	250.00
84926	49.60	250.00
84928	49.90	252.00
84931	49.20	246.00
84933	49.30	250.00
84935	49.20	246.00
84938	48.10	242.00
84940	49.40	246.00
84942	48.10	250.00
84944	49.30	242.00
84947	49.70	252.00
84949	49.60	246.00
84951	49.20	250.00
84954	49.20	250.00
84956	49.30	250.00
84958	49.50	250.00
84960	48.60	246.00
84963	49.30	250.00
84965	47.80	240.00
84967	49.70	250.00
84970	50.00	250.00
84972	49.40	240.00
84974	48.80	246.00
84976	48.80	250.00
84979	49.30	250.00
84981	49.30	250.00
84983	49.20	250.00
84986	49.40	250.00
84988	47.90	240.00
84990	49.80	250.00
84993	49.40	250.00
84995	49.30	250.00
84997	49.30	250.00
84999	48.80	250.00
85002	49.70	250.00
85004	47.70	250.00
85006	49.60	246.00
85009	49.50	250.00
85011	48.10	242.00
85013	48.90	246.00
85015	49.00	246.00
85018	48.90	246.00
85020	49.30	250.00
85022	49.20	250.00
85025	49.40	250.00
85027	47.70	246.00
85029	49.20	246.00
85031	49.00	250.00
85034	49.40	240.00
85036	49.10	246.00
85038	48.30	242.00
85041	49.50	250.00
85043	49.80	252.00
85045	49.50	250.00
85048	49.40	250.00
85050	47.60	240.00
85052	49.60	250.00
85054	48.50	242.00
85057	49.10	242.00
85059	48.80	246.00
85061	48.80	242.00
85064	49.40	250.00
85066	49.90	252.00
85068	49.60	250.00
85070	49.20	246.00
85073	47.90	242.00
85075	49.00	246.00
85077	48.20	242.00
85080	49.40	250.00
85082	48.90	246.00
85084	49.20	240.00
85086	49.80	252.00
85089	49.00	250.00
85091	49.20	250.00
85093	47.30	246.00
85096	48.80	246.00
85098	49.50	250.00
85100	47.70	240.00
85103	49.00	246.00
85105	49.50	250.00
85107	49.80	252.00
85109	49.80	250.00
85112	49.20	250.00
85114	49.00	246.00
85116	47.30	250.00
85119	48.90	250.00
85121	49.60	250.00
85123	49.60	242.00
85125	49.30	250.00
85128	49.50	250.00
85130	49.80	250.00
85132	49.30	250.00
85135	49.10	246.00
85137	49.20	250.00
85139	47.30	240.00
85141	49.50	250.00
85144	49.30	250.00
85146	49.40	240.00
85148	49.40	250.00
85151	49.70	250.00
85153	49.50	250.00
85155	48.90	246.00
85158	48.70	246.00
85160	49.00	246.00
85162	48.00	242.00
85164	49.20	250.00
85167	48.70	246.00
85169	49.40	250.00
85171	49.40	250.00
85174	49.10	242.00
85176	49.30	250.00
85178	48.30	246.00
85180	49.20	250.00
85183	49.90	252.00
85185	48.90	246.00
85187	49.50	250.00
85190	47.70	240.00
85192	49.40	250.00
85194	49.50	250.00
85196	49.40	250.00
85199	49.50	250.00
85201	48.10	246.00
85203	49.30	250.00
85206	48.40	252.00
85208	49.70	246.00
85210	49.30	246.00
85213	47.70	240.00
85215	49.10	246.00
85217	49.60	250.00
85219	49.20	250.00
85222	48.80	246.00
85224	49.20	250.00
85226	49.70	250.00
85229	48.10	242.00
85231	49.70	250.00
85233	49.10	250.00
85235	49.00	240.00
85238	49.30	250.00
85240	49.40	250.00
85242	49.00	246.00
85245	49.30	250.00
85247	49.40	250.00
85249	50.00	252.00
85251	48.00	242.00
85254	48.90	246.00
85256	48.60	246.00
85258	49.10	242.00
85261	49.80	246.00
85263	49.20	250.00
85265	49.00	250.00
85267	47.90	250.00
85270	50.20	252.00
