time_ms	current_mA	power_mW
26734	49.40	250.00
26736	49.50	250.00
26738	49.30	250.00
26741	48.50	246.00
26743	47.20	246.00
26745	49.30	250.00
26747	48.90	250.00
26750	49.40	240.00
26752	49.00	246.00
26754	48.70	246.00
26757	50.00	252.00
26759	49.00	246.00
26761	48.80	246.00
26764	49.20	246.00
26766	47.90	240.00
26768	49.90	252.00
26770	48.00	246.00
26773	48.90	242.00
26775	48.90	246.00
26777	49.20	242.00
26780	49.20	246.00
26782	48.80	246.00
26784	48.90	246.00
26786	49.30	250.00
26789	48.70	246.00
26791	49.10	246.00
26793	47.80	240.00
26796	49.20	246.00
26798	49.30	250.00
26800	49.20	240.00
26802	49.20	246.00
26805	48.50	246.00
26807	49.10	250.00
26809	49.90	252.00
26812	49.00	246.00
26814	49.30	250.00
26816	47.60	240.00
26819	49.30	250.00
26821	49.40	250.00
26823	49.00	246.00
26825	49.50	250.00
26828	49.20	250.00
26830	49.20	250.00
26832	47.70	250.00
26835	49.40	246.00
26837	49.20	246.00
26839	47.60	240.00
26841	49.30	250.00
26844	49.30	250.00
26846	49.30	250.00
26848	49.00	246.00
26851	48.90	246.00
26853	49.80	250.00
26855	47.70	240.00
26857	49.50	246.00
26860	48.10	246.00
26862	49.10	240.00
26864	49.60	250.00
26867	49.00	246.00
26869	48.90	246.00
26871	49.20	246.00
26874	49.10	246.00
26876	49.60	250.00
26878	48.00	242.00
26880	48.80	246.00
26883	47.70	240.00
26885	49.60	242.00
26887	49.50	250.00
26890	49.40	242.00
26892	48.90	250.00
26894	47.90	246.00
26896	49.70	250.00
26899	49.10	246.00
26901	47.90	242.00
26903	49.20	246.00
26906	47.80	240.00
26908	49.80	250.00
26910	49.50	250.00
26912	49.00	246.00
26915	49.00	250.00
26917	48.90	250.00
26919	49.70	246.00
26922	47.30	246.00
26924	48.80	246.00
26926	49.20	246.00
26929	48.30	242.00
26931	49.40	250.00
26933	48.90	246.00
26935	49.50	250.00
26938	49.10	246.00
26940	49.50	250.00
26942	48.90	246.00
26945	47.30	246.00
26947	49.30	246.00
26949	49.40	250.00
26951	49.60	240.00
26954	49.30	250.00
26956	49.10	246.00
26958	49.30	250.00
26961	49.70	250.00
26963	48.90	246.00
26965	49.30	250.00
26967	47.80	240.00
26970	49.50	250.00
26972	49.50	250.00
26974	49.50	240.00
26977	49.30	246.00
26979	49.00	246.00
26981	49.10	246.00
26984	49.40	250.00
26986	49.20	246.00
26988	49.20	246.00
26990	47.90	240.00
26993	49.60	250.00
26995	48.30	242.00
26997	49.30	250.00
27000	49.00	246.00
27002	48.90	242.00
27004	49.60	250.00
27006	47.70	246.00
27009	49.60	246.00
27011	47.80	246.00
27013	48.10	242.00
27016	49.60	250.00
27018	47.80	240.00
27020	48.90	246.00
27022	49.00	246.00
27025	49.40	250.00
27027	49.60	250.00
27029	48.50	242.00
27032	48.60	246.00
27034	47.80	250.00
27036	49.10	246.00
27039	49.30	246.00
27041	49.00	240.00
27043	49.00	246.00
27045	49.10	246.00
27048	49.60	250.00
27050	49.20	246.00
27052	48.60	246.00
27055	49.10	246.00
27057	47.80	240.00
27059	49.10	246.00
27061	48.80	246.00
27064	48.80	240.00
27066	49.30	246.00
27068	48.90	252.00
27071	49.40	250.00
27073	49.20	246.00
27075	48.80	246.00
27077	49.30	250.00
27080	47.90	240.00
27082	49.10	246.00
27084	49.10	246.00
27087	49.10	246.00
27089	49.40	250.00
27091	49.30	246.00
27094	49.40	250.00
27096	47.50	250.00
27098	49.20	246.00
27100	49.60	250.00
27103	47.60	240.00
27105	49.10	246.00
27107	48.60	246.00
27110	49.30	250.00
27112	49.60	250.00
27114	49.20	250.00
27116	49.20	246.00
27119	47.70	250.00
27121	49.30	250.00
27123	48.30	250.00
27126	49.30	242.00
27128	49.40	246.00
27130	48.60	246.00
27132	49.70	250.00
27135	49.30	250.00
27137	49.50	250.00
27139	49.20	246.00
27142	48.00	242.00
27144	49.40	250.00
27146	47.70	240.00
27149	49.50	242.00
27151	49.00	246.00
27153	49.20	242.00
27155	49.70	250.00
27158	49.40	250.00
27160	48.50	242.00
27162	49.10	246.00
27165	48.80	246.00
27167	49.30	250.00
27169	47.90	240.00
27171	49.10	246.00
27174	48.90	246.00
27176	49.50	242.00
27178	49.50	246.00
27181	48.80	246.00
27183	48.80	250.00
27185	47.90	246.00
27187	49.60	250.00
27190	49.40	250.00
27192	47.40	240.00
27194	49.10	246.00
27197	49.10	246.00
27199	49.40	250.00
27201	48.60	246.00
27204	48.40	242.00
27206	49.30	246.00
27208	48.10	250.00
27210	49.30	246.00
27213	49.30	250.00
27215	48.70	240.00
27217	49.40	250.00
27220	49.40	250.00
27222	49.10	246.00
27224	49.00	246.00
27226	49.10	246.00
27229	49.30	250.00
27231	47.90	240.00
27233	49.20	250.00
27236	48.50	250.00
27238	49.30	240.00
27240	49.00	250.00
27242	49.20	242.00
27245	49.30	246.00
27247	49.10	246.00
27249	49.10	246.00
27252	49.60	250.00
27254	48.30	242.00
27256	49.60	250.00
27259	48.00	242.00
27261	49.20	246.00
27263	49.70	246.00
27265	49.00	240.00
27268	49.10	246.00
27270	48.50	246.00
27272	49.30	250.00
27275	49.40	250.00
27277	48.80	246.00
27279	49.00	246.00
27281	47.60	240.00
27284	49.70	250.00
27286	49.40	250.00
27288	49.50	250.00
27291	49.30	250.00
27293	48.80	250.00
27295	49.50	246.00
27297	47.70	246.00
27300	49.10	242.00
27302	49.20	246.00
27304	47.90	240.00
27307	49.40	250.00
27309	49.20	246.00
27311	48.80	246.00
27314	49.30	250.00
27316	48.10	242.00
27318	49.30	250.00
27320	47.80	240.00
27323	49.00	242.00
27325	49.00	246.00
27327	49.50	242.00
27330	49.30	250.00
27332	49.10	246.00
27334	49.20	246.00
27336	49.30	250.00
27339	48.80	246.00
27341	49.00	246.00
27343	47.20	236.00
27346	49.20	250.00
27348	49.50	250.00
27350	49.50	242.00
27352	49.30	246.00
27355	48.60	250.00
27357	49.10	246.00
27359	47.70	250.00
27362	49.00	246.00
27364	49.00	246.00
27366	47.50	240.00
27369	49.20	246.00
27371	50.00	252.00
27373	49.40	250.00
27375	49.10	246.00
27378	49.30	250.00
27380	49.20	250.00
27382	47.40	246.00
27385	49.10	246.00
27387	48.60	250.00
27389	49.60	240.00
27391	49.90	252.00
27394	48.80	246.00
27396	49.20	246.00
27398	49.30	250.00
27401	49.00	246.00
27403	49.50	250.00
27405	47.90	240.00
27407	49.10	246.00
27410	48.60	250.00
27412	49.10	242.00
27414	49.40	250.00
27417	49.30	242.00
27419	49.30	246.00
27421	49.10	246.00
27424	49.30	250.00
27426	49.30	250.00
27428	48.70	246.00
27430	49.30	250.00
27433	47.80	240.00
27435	49.80	250.00
27437	49.30	250.00
27440	49.40	240.00
27442	48.80	246.00
27444	48.80	250.00
27446	49.50	246.00
27449	49.60	250.00
27451	49.00	246.00
27453	49.20	246.00
27456	48.10	242.00
27458	49.30	250.00
27460	49.10	246.00
27462	48.90	246.00
27465	48.90	246.00
27467	49.30	252.00
27469	49.90	250.00
27472	47.50	246.00
27474	49.10	250.00
27476	49.00	250.00
27479	47.60	240.00
27481	49.10	246.00
27483	48.50	242.00
27485	49.30	250.00
27488	49.70	250.00
27490	49.40	250.00
27492	49.60	250.00
27495	47.20	236.00
27497	49.20	246.00
27499	48.90	250.00
27501	49.10	242.00
27504	49.10	246.00
27506	48.10	242.00
27508	49.50	250.00
27511	49.60	250.00
27513	49.20	250.00
27515	48.90	246.00
27518	48.70	246.00
27520	49.00	246.00
27522	47.80	240.00
27524	49.20	246.00
27527	48.70	250.00
27529	49.50	240.00
27531	50.00	250.00
27534	48.30	246.00
27536	49.50	250.00
27538	49.30	250.00
27540	48.70	246.00
27543	49.40	250.00
27545	47.80	240.00
27547	48.80	246.00
27550	49.40	250.00
27552	49.40	250.00
27554	49.70	246.00
27556	48.90	246.00
27559	49.00	246.00
27561	47.30	246.00
27563	49.10	246.00
27566	49.30	250.00
27568	48.00	242.00
27570	49.20	250.00
27572	49.10	246.00
27575	49.40	250.00
27577	49.40	250.00
27579	48.80	246.00
27582	49.20	246.00
27584	47.40	250.00
27586	49.60	246.00
27589	49.60	250.00
27591	49.20	236.00
27593	49.30	250.00
27595	49.60	250.00
27598	49.70	250.00
27600	49.10	246.00
27602	49.00	246.00
27605	49.30	250.00
27607	48.00	242.00
27609	49.30	250.00
27611	48.80	246.00
27614	49.20	240.00
27616	49.00	250.00
27618	49.60	246.00
27621	49.10	250.00
27623	48.60	246.00
27625	48.90	246.00
27627	49.40	250.00
27630	47.90	242.00
27632	49.20	246.00
27634	47.70	240.00
27637	49.40	250.00
27639	49.80	250.00
27641	48.90	240.00
27644	49.20	246.00
27646	48.10	250.00
27648	49.30	250.00
27650	48.40	250.00
27653	48.30	242.00
27655	48.70	246.00
27657	47.90	240.00
27660	49.10	246.00
27662	49.10	246.00
27664	49.30	250.00
27666	49.00	246.00
27669	49.30	250.00
27671	49.70	246.00
27673	47.80	250.00
27676	49.20	246.00
27678	48.90	250.00
27680	48.90	240.00
27683	49.60	250.00
27685	49.20	250.00
27687	48.70	246.00
27689	49.30	250.00
27692	48.80	246.00
27694	49.50	250.00
27696	47.60	240.00
27699	49.10	246.00
27701	48.80	246.00
27703	49.20	240.00
27705	49.10	250.00
27708	49.30	246.00
27710	49.50	250.00
27712	49.30	250.00
27715	49.30	250.00
27717	49.00	246.00
27719	47.60	240.00
27721	49.40	250.00
27724	49.00	246.00
27726	49.60	250.00
27728	49.60	250.00
27731	49.00	246.00
27733	49.20	250.00
27735	47.60	250.00
27737	49.50	246.00
27740	49.50	250.00
27742	47.60	240.00
27744	49.10	246.00
27747	48.60	246.00
27749	49.80	250.00
27751	49.40	250.00
27754	49.00	246.00
27756	49.20	246.00
27758	48.50	246.00
27760	49.20	250.00
27763	47.90	246.00
27765	48.90	242.00
27767	49.20	250.00
27770	47.90	240.00
27772	49.50	250.00
27774	48.60	246.00
27776	49.10	246.00
27779	49.70	250.00
27781	48.50	242.00
27783	49.20	246.00
27786	47.50	240.00
27788	49.30	246.00
27790	49.50	250.00
27792	49.30	240.00
27795	49.30	246.00
27797	48.80	250.00
27799	49.50	250.00
27802	49.30	250.00
27804	48.80	246.00
27806	48.90	246.00
27809	47.60	240.00
27811	49.60	250.00
27813	49.20	246.00
27815	49.10	240.00
27818	49.10	250.00
27820	49.00	246.00
27822	49.30	250.00
27825	47.50	246.00
27827	48.90	246.00
27829	49.30	250.00
27831	47.90	242.00
27834	49.70	250.00
27836	49.10	246.00
27838	48.90	246.00
27841	49.10	246.00
27843	49.00	246.00
27845	49.40	250.00
27847	47.50	250.00
27850	49.00	246.00
27852	48.40	250.00
27854	49.60	242.00
27857	49.50	250.00
27859	47.80	240.00
27861	49.10	246.00
27864	49.20	246.00
27866	49.50	250.00
27868	49.20	246.00
27870	48.00	242.00
27873	49.00	246.00
27875	48.00	250.00
27877	49.60	246.00
27880	49.20	246.00
27882	48.80	240.00
27884	49.10	246.00
27886	49.60	250.00
27889	49.60	250.00
27891	49.60	250.00
27893	48.50	242.00
27896	49.20	246.00
27898	48.40	242.00
27900	49.30	250.00
27902	49.00	246.00
27905	49.30	240.00
27907	49.30	252.00
27909	49.70	250.00
27912	49.50	250.00
27914	49.00	246.00
27916	49.00	246.00
27919	49.60	250.00
27921	47.50	240.00
27923	49.00	246.00
27925	48.70	246.00
27928	49.20	246.00
27930	49.90	252.00
27932	49.20	250.00
27935	49.40	246.00
27937	47.60	250.00
27939	49.10	250.00
27941	49.50	246.00
27944	47.60	240.00
27946	48.80	246.00
27948	49.20	246.00
27951	49.50	250.00
27953	49.20	246.00
27955	49.00	246.00
27957	48.80	246.00
27960	47.70	240.00
27962	49.30	246.00
27964	48.00	246.00
27967	49.10	240.00
27969	49.40	250.00
27971	49.20	242.00
27974	49.40	250.00
27976	49.40	250.00
27978	49.20	246.00
27980	49.00	246.00
27983	48.10	242.00
27985	49.20	246.00
27987	48.00	242.00
27990	49.20	242.00
27992	49.00	246.00
27994	49.50	242.00
27996	49.30	250.00
27999	48.60	246.00
28001	49.00	246.00
28003	49.00	246.00
28006	48.70	246.00
28008	49.70	250.00
28010	47.70	240.00
28013	49.40	250.00
28015	49.10	246.00
28017	49.60	250.00
28019	49.10	246.00
28022	48.30	246.00
28024	49.00	246.00
28026	48.00	250.00
28029	49.10	250.00
28031	49.60	250.00
28033	47.70	240.00
28035	49.30	250.00
28038	49.70	250.00
28040	49.00	246.00
28042	49.10	246.00
28045	49.00	246.00
28047	49.10	246.00
28049	47.90	250.00
28051	49.60	250.00
28054	48.60	246.00
28056	49.30	240.00
28058	49.50	250.00
28061	49.00	246.00
28063	49.40	250.00
28065	48.90	246.00
28068	49.00	246.00
28070	50.00	252.00
28072	47.70	240.00
28074	49.40	250.00
28077	48.20	242.00
28079	49.40	240.00
28081	49.80	250.00
28084	48.90	240.00
28086	49.00	246.00
28088	49.30	250.00
28090	49.60	250.00
28093	49.60	250.00
28095	48.50	242.00
28097	49.00	246.00
28100	47.50	240.00
28102	49.50	250.00
28104	49.20	246.00
28106	49.40	236.00
28109	49.40	250.00
28111	48.80	250.00
28113	49.70	250.00
28116	48.00	250.00
28118	48.30	242.00
28120	49.30	250.00
28122	47.80	240.00
28125	49.10	246.00
28127	49.30	250.00
28129	49.20	246.00
28132	49.20	246.00
28134	49.20	250.00
28136	49.30	250.00
28139	47.70	246.00
28141	48.80	246.00
28143	49.10	250.00
28145	49.50	240.00
28148	49.20	246.00
28150	49.10	246.00
28152	49.00	246.00
28155	49.20	246.00
28157	49.50	250.00
28159	49.60	250.00
28161	47.10	236.00
28164	49.00	246.00
28166	48.50	250.00
28168	49.50	242.00
28171	49.60	250.00
28173	49.00	242.00
28175	49.30	250.00
28177	49.70	250.00
28180	49.20	246.00
28182	48.90	246.00
28184	48.00	242.00
28187	49.20	246.00
28189	48.50	242.00
28191	49.20	246.00
28194	48.90	246.00
28196	49.10	242.00
28198	49.20	250.00
28200	47.80	246.00
28203	49.20	246.00
28205	48.90	246.00
28207	47.80	240.00
28210	50.00	252.00
28212	48.30	242.00
28214	49.50	250.00
28216	49.20	246.00
28219	49.10	246.00
28221	49.50	250.00
28223	48.20	250.00
28226	49.00	246.00
28228	47.80	250.00
28230	49.50	250.00
28232	49.80	250.00
28235	47.80	240.00
28237	49.10	246.00
28239	49.30	250.00
28242	49.50	250.00
28244	49.10	246.00
28246	49.00	246.00
28249	49.30	250.00
28251	47.90	240.00
28253	49.70	246.00
28255	49.40	250.00
28258	49.30	240.00
28260	49.30	246.00
28262	49.10	246.00
28265	49.50	250.00
28267	49.10	246.00
28269	49.00	246.00
28271	49.20	246.00
28274	48.00	242.00
28276	49.00	246.00
28278	49.30	250.00
28281	48.70	240.00
28283	49.20	246.00
28285	49.30	250.00
28287	49.20	250.00
28290	48.30	246.00
28292	49.20	250.00
28294	49.40	250.00
28297	47.90	240.00
28299	49.30	250.00
28301	48.00	242.00
28304	49.10	246.00
28306	49.30	250.00
28308	49.30	250.00
28310	49.70	250.00
28313	47.30	246.00
28315	49.30	246.00
28317	48.20	250.00
28320	49.60	242.00
28322	48.80	246.00
28324	47.70	240.00
28326	49.00	246.00
28329	49.70	250.00
28331	49.10	246.00
28333	49.00	246.00
28336	48.50	242.00
28338	49.20	246.00
28340	48.10	246.00
28342	49.00	242.00
28345	48.60	246.00
28347	49.00	240.00
28349	49.60	252.00
28352	49.30	250.00
28354	49.20	246.00
28356	49.20	246.00
28359	48.80	246.00
28361	49.40	250.00
28363	48.00	242.00
28365	48.80	246.00
28368	49.30	250.00
28370	49.60	242.00
28372	49.60	250.00
28375	49.10	246.00
28377	49.10	250.00
28379	49.20	246.00
28381	49.40	250.00
28384	49.00	246.00
28386	47.60	240.00
28388	49.20	246.00
28391	48.90	246.00
28393	49.60	250.00
28395	49.30	250.00
28397	49.10	246.00
28400	49.30	246.00
28402	47.50	246.00
28404	49.50	246.00
28407	48.90	246.00
28409	47.60	240.00
28411	49.10	246.00
28414	49.00	246.00
28416	49.50	250.00
28418	49.40	250.00
28420	48.60	246.00
28423	49.20	246.00
28425	48.30	242.00
28427	49.10	250.00
28430	48.90	246.00
28432	49.20	240.00
28434	49.00	250.00
28436	48.90	246.00
28439	49.10	246.00
28441	48.80	246.00
28443	49.10	246.00
28446	49.60	250.00
28448	48.50	242.00
28450	49.40	250.00
28452	47.60	240.00
28455	49.50	250.00
28457	49.80	250.00
28459	49.10	242.00
28462	49.10	246.00
28464	48.10	246.00
28466	49.00	246.00
28469	49.80	250.00
28471	48.90	246.00
28473	49.00	246.00
28475	47.80	240.00
28478	49.40	250.00
28480	49.40	250.00
28482	49.20	250.00
28485	48.70	246.00
28487	48.70	246.00
28489	49.70	252.00
28491	47.80	250.00
28494	49.40	246.00
28496	49.30	250.00
28498	47.70	240.00
28501	49.50	250.00
28503	49.00	246.00
28505	48.90	246.00
28507	49.10	246.00
28510	49.20	246.00
28512	49.70	250.00
28514	47.70	250.00
28517	48.90	246.00
28519	49.30	246.00
28521	49.10	240.00
28524	49.40	250.00
28526	49.10	246.00
28528	49.10	246.00
28530	49.50	250.00
28533	49.40	250.00
28535	49.30	250.00
28537	47.30	240.00
28540	49.40	250.00
28542	48.90	250.00
28544	49.50	240.00
28546	48.80	246.00
28549	48.80	246.00
28551	49.20	246.00
28553	49.60	250.00
28556	49.10	246.00
28558	49.50	250.00
28560	47.70	240.00
28562	49.00	246.00
28565	48.50	242.00
28567	49.40	250.00
28569	49.50	250.00
28572	49.10	242.00
28574	49.40	250.00
28576	48.40	250.00
28579	49.40	250.00
28581	47.90	246.00
28583	48.00	242.00
28585	49.40	250.00
28588	48.00	242.00
28590	49.30	250.00
28592	49.00	246.00
28595	49.00	246.00
28597	49.90	252.00
28599	48.70	246.00
28601	49.20	246.00
28604	47.10	246.00
28606	49.20	246.00
28608	49.70	252.00
28611	49.60	242.00
28613	49.10	246.00
28615	49.20	246.00
28617	49.30	250.00
28620	49.30	250.00
28622	49.10	246.00
28624	48.80	246.00
28627	47.30	240.00
28629	49.50	250.00
28631	49.50	246.00
28634	49.60	240.00
28636	48.80	250.00
28638	49.00	246.00
28640	49.30	250.00
28643	49.00	246.00
28645	49.00	246.00
28647	49.10	246.00
28650	47.90	240.00
28652	49.60	250.00
28654	48.50	242.00
28656	49.00	246.00
28659	49.50	246.00
28661	49.10	242.00
28663	49.40	246.00
28666	48.00	246.00
28668	48.90	246.00
28670	49.40	250.00
28673	48.50	242.00
28675	49.30	250.00
28677	48.30	242.00
28679	49.40	250.00
28682	48.90	246.00
28684	49.50	250.00
28686	49.20	246.00
28689	48.30	246.00
28691	49.50	246.00
28693	47.30	250.00
28695	49.60	246.00
28698	49.40	250.00
28700	47.30	240.00
28702	49.40	250.00
28705	49.50	250.00
28707	49.20	246.00
28709	49.70	250.00
28711	49.10	246.00
28714	49.20	246.00
28716	47.90	242.00
28718	49.40	246.00
28721	48.90	246.00
28723	49.00	240.00
28725	49.10	250.00
28727	49.60	250.00
28730	49.60	250.00
28732	48.90	246.00
28734	48.90	246.00
28737	49.70	250.00
28739	47.70	240.00
28741	49.10	246.00
28744	48.60	246.00
28746	49.00	240.00
28748	50.00	252.00
28750	49.70	246.00
28753	49.30	246.00
28755	48.00	246.00
28757	49.10	246.00
28760	49.60	250.00
28762	47.90	242.00
28764	48.80	246.00
28766	48.00	242.00
28769	49.60	250.00
28771	49.80	250.00
28773	49.30	250.00
28776	48.90	250.00
28778	48.50	250.00
28780	49.70	250.00
28782	47.70	250.00
28785	49.20	242.00
28787	49.30	250.00
28789	48.20	242.00
28792	49.50	250.00
28794	49.20	246.00
28796	48.90	246.00
28799	49.40	250.00
28801	48.60	246.00
28803	49.10	246.00
28805	47.50	246.00
28808	49.00	246.00
28810	49.50	250.00
28812	49.50	242.00
28815	49.40	250.00
28817	49.40	250.00
28819	49.50	250.00
28821	49.20	250.00
28824	49.20	250.00
28826	49.00	246.00
28828	47.20	236.00
28831	49.40	250.00
28833	49.40	250.00
28835	49.60	240.00
28837	49.20	250.00
28840	48.70	246.00
28842	49.00	246.00
28844	49.50	250.00
28847	49.00	246.00
28849	49.30	250.00
28851	47.90	240.00
28854	49.30	250.00
28856	48.90	246.00
28858	49.60	250.00
28860	49.20	246.00
28863	49.10	242.00
28865	49.40	250.00
28867	48.40	250.00
28870	49.50	250.00
28872	48.50	246.00
28874	48.10	242.00
28876	49.60	250.00
28879	48.10	242.00
28881	49.40	250.00
28883	49.20	246.00
28886	49.20	246.00
28888	49.50	250.00
28890	49.10	246.00
28892	49.50	246.00
28895	47.50	246.00
28897	49.20	242.00
28899	49.60	250.00
28902	49.20	240.00
28904	48.70	246.00
28906	49.20	246.00
28909	49.70	250.00
28911	49.50	250.00
28913	49.00	246.00
28915	49.00	246.00
28918	47.90	240.00
28920	49.30	250.00
28922	49.20	246.00
28925	48.90	240.00
28927	49.00	250.00
28929	49.20	250.00
28931	49.70	250.00
28934	49.30	250.00
28936	48.80	246.00
28938	49.50	250.00
28941	47.30	240.00
28943	49.40	250.00
28945	48.80	246.00
28947	49.10	246.00
28950	49.50	250.00
28952	49.80	250.00
28954	49.40	250.00
28957	47.60	250.00
28959	49.10	250.00
28961	49.10	246.00
28964	48.00	242.00
28966	49.10	246.00
28968	47.90	240.00
28970	49.60	250.00
28973	49.50	250.00
28975	49.60	250.00
28977	49.10	246.00
28980	47.60	246.00
28982	49.10	246.00
28984	48.30	250.00
28986	49.20	242.00
28989	49.30	250.00
28991	48.30	242.00
28993	49.40	250.00
28996	49.80	250.00
28998	49.30	250.00
29000	49.40	250.00
29002	48.10	242.00
29005	49.30	250.00
29007	48.40	242.00
29009	49.10	250.00
29012	49.20	246.00
29014	49.20	240.00
29016	49.10	250.00
29019	49.70	250.00
29021	49.10	246.00
29023	48.90	246.00
29025	48.50	242.00
29028	49.50	250.00
29030	48.40	242.00
29032	49.50	250.00
29035	49.30	250.00
29037	49.00	242.00
29039	49.90	250.00
29041	49.00	246.00
29044	49.00	246.00
29046	47.30	250.00
29048	49.20	246.00
29051	49.50	250.00
29053	47.60	240.00
29055	49.00	246.00
29057	48.70	246.00
29060	49.50	250.00
29062	49.20	246.00
29064	49.00	246.00
29067	48.90	246.00
29069	47.90	246.00
29071	49.70	250.00
29074	48.80	250.00
29076	49.40	240.00
29078	49.30	250.00
29080	48.30	242.00
29083	49.40	250.00
29085	49.10	246.00
29087	48.80	246.00
29090	49.20	246.00
29092	48.40	242.00
29094	49.50	246.00
29096	48.10	250.00
29099	48.80	242.00
29101	49.10	246.00
29103	49.30	240.00
29106	49.10	246.00
29108	48.90	246.00
29110	49.30	250.00
29112	49.40	250.00
29115	49.20	250.00
29117	49.40	250.00
29119	47.40	240.00
29122	48.90	246.00
29124	49.30	250.00
29126	49.50	240.00
29129	49.20	250.00
29131	49.00	250.00
29133	49.30	250.00
29135	49.50	250.00
29138	49.00	246.00
29140	49.10	246.00
29142	47.50	240.00
29145	49.00	246.00
29147	49.40	250.00
29149	49.60	250.00
29151	49.30	250.00
29154	49.00	246.00
29156	49.30	250.00
29158	47.80	246.00
29161	49.40	246.00
29163	48.10	246.00
29165	47.60	240.00
29167	49.60	250.00
29170	49.00	246.00
29172	49.30	250.00
29174	49.10	246.00
29177	49.10	246.00
29179	50.10	252.00
29181	48.00	242.00
29184	49.10	246.00
29186	47.60	246.00
29188	49.10	246.00
29190	49.70	250.00
29193	48.50	242.00
29195	49.10	246.00
29197	49.30	250.00
29200	49.70	250.00
29202	49.40	250.00
29204	48.00	242.00
29206	49.00	246.00
29209	48.10	242.00
29211	49.70	246.00
29213	49.40	250.00
29216	49.20	240.00
29218	49.30	250.00
29220	48.80	250.00
29222	49.10	246.00
29225	49.20	246.00
29227	47.80	240.00
29229	49.30	250.00
29232	48.40	242.00
29234	49.30	250.00
29236	49.20	246.00
29239	49.20	246.00
29241	49.10	246.00
29243	49.00	250.00
29245	49.30	246.00
29248	47.80	246.00
29250	49.30	246.00
29252	49.30	250.00
29255	48.00	242.00
29257	49.30	250.00
29259	49.10	246.00
29261	49.10	246.00
29264	49.10	246.00
29266	48.90	246.00
29268	49.40	250.00
29271	47.70	250.00
29273	49.40	246.00
29275	49.60	250.00
29277	49.30	240.00
29280	49.40	246.00
29282	49.00	246.00
29284	49.10	246.00
29287	49.70	250.00
29289	49.50	250.00
29291	49.30	250.00
29294	47.70	240.00
29296	49.00	246.00
29298	49.20	250.00
29300	49.20	240.00
29303	48.80	246.00
29305	49.00	242.00
29307	48.90	250.00
29310	49.50	250.00
29312	49.50	250.00
29314	49.10	246.00
29316	48.10	242.00
29319	49.80	250.00
29321	48.00	242.00
29323	49.30	250.00
29326	48.90	246.00
29328	49.10	246.00
29330	50.10	250.00
29332	48.30	250.00
29335	48.80	246.00
29337	48.00	246.00
29339	48.20	242.00
29342	49.00	246.00
29344	47.80	240.00
29346	49.10	246.00
29349	49.20	246.00
29351	49.70	250.00
29353	49.50	250.00
29355	48.40	242.00
29358	49.20	250.00
29360	47.70	250.00
29362	49.60	246.00
29365	49.30	250.00
29367	47.10	236.00
29369	49.50	250.00
29371	49.50	250.00
29374	49.40	250.00
29376	49.30	250.00
29378	48.30	242.00
29381	49.30	250.00
29383	47.90	240.00
29385	49.30	250.00
29387	49.20	246.00
29390	49.20	240.00
29392	49.50	250.00
29394	49.40	250.00
29397	49.40	250.00
29399	49.10	246.00
29401	48.90	246.00
29404	49.30	250.00
29406	47.60	240.00
29408	48.90	246.00
29410	48.70	246.00
29413	49.60	250.00
29415	49.60	250.00
29417	49.20	246.00
29420	49.40	246.00
29422	47.10	246.00
29424	49.00	246.00
29426	49.50	250.00
29429	48.00	242.00
29431	49.10	246.00
29433	48.50	242.00
29436	49.20	246.00
29438	49.30	250.00
29440	49.30	250.00
29442	48.80	246.00
29445	48.30	246.00
29447	49.10	250.00
29449	48.10	250.00
29452	49.60	246.00
29454	48.80	246.00
29456	47.50	240.00
29459	49.80	250.00
29461	49.40	250.00
29463	49.00	246.00
29465	49.00	246.00
29468	48.60	246.00
29470	49.70	250.00
29472	48.10	250.00
29475	49.10	246.00
29477	49.10	246.00
29479	49.30	242.00
29481	49.40	250.00
29484	49.30	250.00
29486	49.00	246.00
29488	49.10	246.00
29491	49.50	250.00
29493	49.40	250.00
29495	47.50	240.00
29497	49.10	246.00
29500	49.10	246.00
29502	49.50	240.00
29504	49.10	246.00
29507	49.10	242.00
29509	49.10	250.00
29511	48.00	250.00
29514	49.30	250.00
29516	49.50	250.00
29518	47.40	240.00
29520	48.90	246.00
29523	48.70	246.00
29525	49.00	246.00
29527	49.00	246.00
29530	49.10	246.00
29532	49.30	246.00
29534	48.70	250.00
29536	49.10	250.00
29539	48.30	246.00
29541	49.20	242.00
29543	49.30	250.00
29546	48.00	242.00
29548	49.40	250.00
29550	48.80	246.00
29552	49.20	250.00
29555	49.60	250.00
29557	49.00	246.00
29559	49.60	250.00
29562	47.30	246.00
29564	49.20	246.00
29566	49.60	250.00
29569	49.10	240.00
29571	49.30	250.00
29573	49.00	246.00
29575	49.20	250.00
29578	49.60	250.00
29580	49.00	246.00
29582	48.60	246.00
29585	47.30	240.00
29587	49.30	250.00
29589	49.20	246.00
29591	49.60	240.00
29594	48.90	246.00
29596	49.20	250.00
29598	49.40	250.00
29601	49.40	250.00
29603	48.50	242.00
29605	49.10	246.00
29607	47.50	240.00
29610	49.70	250.00
29612	49.00	246.00
29614	49.00	246.00
29617	49.30	250.00
29619	49.20	246.00
29621	49.50	250.00
29624	47.40	246.00
29626	48.90	246.00
29628	48.50	250.00
29630	48.90	246.00
29633	49.40	250.00
29635	48.30	242.00
29637	49.30	250.00
29640	49.50	250.00
29642	49.50	250.00
29644	49.30	250.00
