31393	-0.20	0.00
31395	-0.30	0.00
31397	-0.20	0.00
31400	-0.30	0.00
31402	-0.10	0.00
31404	-0.30	0.00
31406	0.00	0.00
31409	-0.30	0.00
31411	-0.20	0.00
31413	-0.30	0.00
31416	-0.20	0.00
31418	-0.40	0.00
31420	-0.10	0.00
31423	0.00	0.00
31425	-0.20	0.00
31427	-0.10	0.00
31430	-0.40	0.00
31432	-0.10	0.00
31434	0.00	0.00
31436	-0.10	0.00
31439	-0.20	0.00
31441	0.00	0.00
31443	-0.10	0.00
31446	-0.20	0.00
31448	-0.20	0.00
31450	0.00	0.00
31453	-0.10	0.00
31455	-0.20	0.00
31457	0.00	0.00
31459	-0.10	0.00
31462	0.00	0.00
31464	-0.20	0.00
31466	-0.20	0.00
31469	0.00	0.00
31471	-0.20	0.00
31473	-0.40	0.00
31476	-0.20	0.00
31478	-0.10	0.00
31480	0.00	0.00
31483	0.10	0.00
31485	0.00	0.00
31487	-0.30	0.00
31489	-0.20	0.00
31492	0.20	0.00
31494	0.40	0.00
31496	0.00	0.00
31499	-0.20	0.00
31501	0.00	0.00
31503	-0.40	0.00
31505	-0.10	0.00
31508	0.00	0.00
31510	-0.10	0.00
31512	-0.20	0.00
31515	-0.10	0.00
31517	-0.20	0.00
31519	-0.10	0.00
31522	0.00	0.00
31524	0.00	0.00
31526	0.00	0.00
31528	-0.50	0.00
31531	-0.10	0.00
31533	-0.20	0.00
31535	0.00	0.00
31538	-0.10	0.00
31540	0.00	0.00
31542	-0.20	0.00
31545	-0.10	0.00
31547	0.00	0.00
31549	-0.20	0.00
31552	-0.20	0.00
31554	-0.30	0.00
31556	0.00	0.00
31558	-0.40	0.00
31561	-0.10	0.00
31563	-0.20	0.00
31565	-0.10	0.00
31568	0.00	0.00
31570	0.10	0.00
31572	-0.10	0.00
31575	-0.30	0.00
31577	-0.30	0.00
31579	-0.30	0.00
31582	-0.50	0.00
31584	0.20	0.00
31586	-0.30	0.00
31588	-0.10	0.00
31591	-0.10	0.00
31593	0.10	0.00
31595	-0.20	0.00
31598	0.00	0.00
31600	-0.30	0.00
31602	-0.20	0.00
31605	-0.10	0.00
31607	0.10	0.00
31609	-0.10	0.00
31611	-0.30	0.00
31614	-0.10	0.00
31616	-0.10	0.00
31618	-0.20	0.00
31621	-0.10	0.00
31623	-0.20	0.00
31625	-0.20	0.00
31628	-0.10	0.00
31630	0.00	0.00
31632	-0.10	0.00
31635	-0.30	0.00
31637	0.00	0.00
31639	0.00	0.00
31641	-0.40	0.00
31644	-0.10	0.00
31646	-0.30	0.00
31648	-0.10	0.00
31651	0.10	0.00
31653	0.00	0.00
31655	-0.10	0.00
31658	0.00	0.00
31660	-0.10	0.00
31662	-0.30	0.00
31665	-0.30	0.00
31667	-0.10	0.00
31669	0.00	0.00
31671	-0.10	0.00
31674	-0.40	0.00
31676	-0.10	0.00
31678	0.00	0.00
31681	-0.10	0.00
31683	-0.40	0.00
31685	-0.20	0.00
31688	0.00	0.00
31690	0.00	0.00
31692	-0.10	0.00
31694	0.00	0.00
31697	0.10	0.00
31699	0.10	0.00
31701	-0.10	0.00
31704	-0.20	0.00
31706	0.00	0.00
31708	0.00	0.00
31710	-0.10	0.00
31713	0.00	0.00
31715	-0.10	0.00
31717	-0.30	0.00
31720	-0.10	0.00
31722	-0.30	0.00
31724	-0.10	0.00
31727	-0.10	0.00
31729	-0.20	0.00
31731	-0.20	0.00
31734	-0.50	0.00
31736	-0.40	0.00
31738	-0.10	0.00
31740	0.00	0.00
31743	-0.20	0.00
31745	-0.10	0.00
31747	-0.20	0.00
31750	-0.20	0.00
31752	-0.20	0.00
31754	-0.30	0.00
31757	-0.10	0.00
31759	-0.20	0.00
31761	-0.10	0.00
31764	-0.10	0.00
31766	0.10	0.00
31768	0.20	0.00
31770	-0.10	0.00
31773	0.00	0.00
31775	-0.50	0.00
31777	-0.10	0.00
31780	0.00	0.00
31782	-0.30	0.00
31784	-0.10	0.00
31787	-0.10	0.00
31789	-0.20	0.00
31791	0.00	0.00
31793	-0.10	0.00
31796	-0.40	0.00
31798	-0.20	0.00
31800	-0.20	0.00
31803	-0.40	0.00
31805	-0.10	0.00
31807	0.10	0.00
31810	0.00	0.00
31812	0.10	0.00
31814	-0.30	0.00
31816	-0.40	0.00
31819	0.00	0.00
31821	-0.10	0.00
31823	-0.30	0.00
31826	-0.10	0.00
31828	-0.30	0.00
31830	-0.10	0.00
31833	0.10	0.00
31835	-0.10	0.00
31837	0.10	0.00
31840	-0.20	0.00
31842	-0.10	0.00
31844	0.10	0.00
31846	-0.20	0.00
31849	-0.30	0.00
31851	0.00	0.00
31853	0.10	0.00
31856	0.10	0.00
31858	0.00	0.00
31860	-0.30	0.00
31863	-0.20	0.00
31865	-0.40	0.00
31867	-0.10	0.00
31869	-0.10	0.00
31872	0.10	0.00
31874	0.00	0.00
31876	-0.20	0.00
31879	0.00	0.00
31881	-0.30	0.00
31883	0.00	0.00
31886	-0.20	0.00
31888	-0.20	0.00
31890	-0.10	0.00
31892	-0.20	0.00
31895	0.00	0.00
31897	-0.40	0.00
31899	-0.10	0.00
31902	-0.10	0.00
31904	-0.10	0.00
31906	-0.30	0.00
31909	-0.30	0.00
31911	-0.20	0.00
31913	0.00	0.00
31915	0.20	0.00
31918	-0.10	0.00
31920	-0.20	0.00
31922	-0.20	0.00
31925	-0.30	0.00
31927	0.10	0.00
31929	0.10	0.00
31932	0.00	0.00
31934	-0.10	0.00
31936	-0.20	0.00
31938	0.00	0.00
31941	-0.20	0.00
31943	0.10	0.00
31945	0.00	0.00
31948	0.00	0.00
31950	0.10	0.00
31952	-0.20	0.00
31955	-0.10	0.00
31957	-0.10	0.00
31959	-0.10	0.00
31962	-0.30	0.00
31964	-0.20	0.00
31966	0.10	0.00
31968	-0.20	0.00
31971	-0.30	0.00
31973	-0.30	0.00
31975	0.00	0.00
31978	0.10	0.00
31980	-0.20	0.00
31982	-0.10	0.00
31985	-0.30	0.00
31987	0.00	0.00
31989	-0.10	0.00
31991	-0.10	0.00
31994	0.10	0.00
31996	-0.20	0.00
31998	-0.40	0.00
32001	0.00	0.00
32003	-0.20	0.00
32005	0.00	0.00
32008	-0.20	0.00
32010	-0.10	0.00
32012	-0.30	0.00
32014	-0.30	0.00
32017	0.00	0.00
32019	-0.20	0.00
32021	-0.10	0.00
32024	-0.30	0.00
32026	-0.10	0.00
32028	0.00	0.00
32031	0.00	0.00
32033	-0.20	0.00
32035	-0.20	0.00
32038	-0.10	0.00
32040	-0.10	0.00
32042	0.10	0.00
32044	-0.20	0.00
32047	-0.10	0.00
32049	0.00	0.00
32051	-0.40	0.00
32054	0.00	0.00
32056	-0.20	0.00
32058	-0.10	0.00
32061	0.00	0.00
32063	0.10	0.00
32065	-0.20	0.00
32067	0.20	0.00
32070	0.00	0.00
32072	-0.10	0.00
32074	-0.20	0.00
32077	0.00	0.00
32079	-0.10	0.00
32081	-0.30	0.00
32084	-0.10	0.00
32086	-0.10	0.00
32088	-0.10	0.00
32090	-0.40	0.00
32093	-0.30	0.00
32095	-0.10	0.00
32097	0.00	0.00
32100	0.00	0.00
32102	0.00	0.00
32104	-0.10	0.00
32107	-0.10	0.00
32109	0.00	0.00
32111	0.10	0.00
32113	-0.30	0.00
32116	-0.10	0.00
32118	-0.30	0.00
32120	-0.50	0.00
32123	-0.20	0.00
32125	-0.40	0.00
32127	-0.30	0.00
32130	0.20	0.00
32132	0.00	0.00
32134	0.00	0.00
32137	-0.20	0.00
32139	0.10	0.00
32141	-0.10	0.00
32143	0.00	0.00
32146	-0.10	0.00
32148	-0.30	0.00
32150	-0.20	0.00
32153	-0.30	0.00
32155	0.00	0.00
32157	-0.10	0.00
32160	-0.10	0.00
32162	0.00	0.00
32164	-0.20	0.00
32166	0.00	0.00
32169	-0.30	0.00
32171	-0.30	0.00
32173	-0.30	0.00
32176	-0.30	0.00
32178	-0.10	0.00
32180	0.00	0.00
32183	-0.20	0.00
32185	0.00	0.00
32187	-0.10	0.00
32190	-0.10	0.00
32192	-0.20	0.00
32194	-0.10	0.00
32196	-0.20	0.00
32199	0.00	0.00
32201	-0.20	0.00
32203	-0.10	0.00
32206	-0.30	0.00
32208	-0.20	0.00
32210	-0.30	0.00
32213	0.00	0.00
32215	-0.30	0.00
32217	-0.10	0.00
32220	-0.10	0.00
32222	0.00	0.00
32224	-0.20	0.00
32226	-0.20	0.00
32229	0.00	0.00
32231	0.20	0.00
32233	-0.10	0.00
32236	-0.10	0.00
32238	0.00	0.00
